0,1,2,level,y
1.2,2.8,0.7,0,-6.562041889660213
3.0,1.8,0.3,0,-9.906070591090172
0.4,0.4,1.3,0,-0.8478919157385624
1.7,2.3,1.8,0,-2.239870302774074
2.1,0.6,1.4,0,-2.647249544191421
1.9,1.7,1.1,1,-0.6148943571320316
1.7,0.7,0.3,1,-2.1982035488946727
2.1,2.6,1.3,1,0.22680963792092768
2.7,0.4,2.7,1,4.410452095260214
2.1,0.3,1.5,1,0.5181541658281127
2.3,0.6,1.4,1,0.43135028898180044
1.1,1.0,1.2,1,-0.11336918073141605
2.1,0.3,0.1,1,-2.705457608096892
2.0,2.2,2.0,1,3.1167962980384467
1.2,2.3,2.2,1,3.375867753317867
1.2,0.2,1.9,1,0.9342076068166042
2.5,2.9,1.2,1,-0.4076327498622956
0.9,1.3,2.7,1,3.0633773174455876
2.3,0.3,2.1,1,2.1278472346700896
2.2,0.8,0.4,1,-2.5431193353695343
0.6,2.5,2.0,1,2.2031019785073847
2.7,2.5,2.2,1,4.97027173660324
1.8,2.5,1.8,1,2.1623814680145927
1.4,0.8,0.8,1,-1.0413472211262027
2.2,2.7,2.8,1,7.446254913627975
2.7,0.7,2.0,1,2.542771311866606
2.0,1.6,2.3,1,3.7528967922495213
0.7,2.0,1.7,1,1.1692433008586307
2.4,1.1,2.5,1,4.21166682988982
2.7,1.4,2.3,1,4.170304520840316
1.2,2.5,1.3,2,-3.860407226597491
2.3,0.8,2.6,2,0.5279279729098749
0.7,1.1,2.9,2,1.1042272900503354
1.1,1.7,3.0,2,1.753653958418789
0.9,1.4,2.7,2,0.8808507024757429
2.6,2.4,2.3,2,-0.17860289533673246
1.2,0.1,2.4,2,0.10599230838214573
0.5,1.4,1.1,2,-2.4111730960178277
1.1,0.1,2.3,2,0.11282744716933414
2.1,0.6,0.6,2,-4.599369994722315
2.5,0.6,1.0,2,-3.876851685149895
0.9,0.8,0.4,2,-3.2274079852599025
1.6,0.5,1.4,2,-2.1059316436776605
1.4,2.8,2.5,2,0.777154810566806
1.8,2.8,2.3,2,-0.15647143361338534
0.1,1.0,2.8,2,0.3412660335359855
2.8,2.2,2.7,2,1.9984837664307358
