0,1,2,level,y
0.9,2.2,1.3,0,-1.1856151442524674
0.6,2.4,0.1,0,-4.803181596140623
2.9,2.8,0.8,0,-5.033269860516425
1.2,2.2,2.3,0,2.0792625874131874
1.6,3.0,1.8,0,0.45714367347479173
1.0,1.5,2.6,1,-0.8061084971527507
0.6,0.2,2.8,1,-0.266024959918019
0.5,3.0,0.5,1,-8.730653272547734
1.0,0.1,1.7,1,-1.2829513173543672
2.5,2.7,1.5,1,-7.477734803430912
1.9,2.1,0.1,1,-11.462840213392939
0.2,1.1,0.3,1,-3.3500103001771158
2.1,1.5,3.0,1,0.22840197095784545
1.4,0.1,0.6,1,-3.5185651203490305
2.9,2.9,1.9,1,-5.79940553009914
2.8,1.3,2.0,1,-3.8976411462548057
0.9,0.3,0.6,1,-2.9282934972338017
1.0,0.5,1.8,1,-1.5466217220827538
0.9,2.1,1.3,1,-4.8684993134526255
1.5,0.6,2.3,1,-1.4305109026255813
2.8,1.6,0.8,1,-9.241865818539521
2.2,1.6,1.5,1,-5.396343030581082
1.5,0.9,1.3,1,-3.8815413309479063
1.7,2.3,0.9,1,-8.17447743023173
2.2,1.9,2.1,1,-3.4871965536880833
2.6,1.3,1.9,1,-3.993668076909845
0.2,2.5,1.2,1,-4.818100020889859
2.4,1.0,0.2,1,-9.342067032574876
1.5,2.8,1.2,1,-7.547659483407055
0.7,1.8,1.3,1,-4.000261014814757
1.6,1.8,1.6,2,-2.3337200046870885
0.7,2.3,2.6,2,1.0585761839643872
1.7,1.4,2.3,2,0.08603609392195785
0.5,0.8,2.1,2,-0.10461710998331256
1.3,0.8,0.2,2,-4.183390616546058
1.5,1.8,1.0,2,-4.215542429721364
2.5,1.1,0.3,2,-7.06544586247604
0.4,0.7,2.8,2,0.5334409039806932
0.7,2.8,1.0,2,-4.454468564575524
2.6,1.8,1.5,2,-3.476848601500703
1.4,0.6,1.8,2,-0.8849163520327954
0.1,3.0,0.6,2,-5.284787787626398
0.7,0.7,0.3,2,-2.8128217296485576
1.3,2.3,2.6,2,1.223709492006315
1.4,2.5,2.8,2,2.105652931173998
1.1,2.0,1.9,2,-1.0349884175221855
1.8,2.9,2.6,2,1.7171428457303304
0.9,2.0,2.8,2,1.7197481913535757
1.9,2.8,2.4,2,0.5383135404417111
1.2,2.7,2.8,2,2.0506853527314735
2.5,2.6,1.6,2,-3.4760676034939504
1.5,1.1,0.3,2,-5.094383334497459
1.8,2.5,1.8,2,-1.9156322106565844
0.9,0.1,1.3,2,-1.1609294820113805
2.1,2.2,1.6,2,-2.88619501560864
2.7,0.5,0.5,2,-5.544719995799094
3.0,2.8,0.4,2,-10.734623176499078
2.0,2.0,1.4,2,-3.5440856671189747
0.8,0.9,2.2,2,-0.14588889061780108
1.3,1.8,2.6,2,1.009800502550916
1.2,2.1,2.6,2,1.0749422637228108
2.4,0.4,1.1,2,-3.188582475251062
3.0,0.4,2.8,2,1.7404348740487003
0.2,1.6,1.4,2,-1.5900307685840145
0.7,1.4,3.0,2,1.4175526855423373
1.5,0.2,1.5,2,-1.2062816411268118
1.2,0.4,1.5,2,-1.071384937197895
2.5,0.4,1.1,2,-3.5095262095627957
1.9,2.5,1.9,2,-1.7169189930175468
0.2,0.1,0.5,2,-0.5205344029341666
0.9,0.3,1.8,2,-0.7075220093700859
2.1,1.1,0.5,2,-5.686232761264779
1.6,0.4,2.3,2,0.17823598310400168
0.3,2.5,2.7,2,1.2554638113532084
1.5,2.4,2.2,2,-0.16639004452457012
0.8,3.0,0.4,2,-7.134715955972379
2.0,2.6,1.5,2,-3.5123366316015567
2.5,2.4,2.2,2,-0.4592494360600947
1.1,2.5,0.7,2,-5.833459981783446
2.1,2.7,0.3,2,-9.382737994079951
0.3,1.8,2.5,2,0.32417098593206023
0.3,0.7,1.6,2,-0.5355968756362017
2.1,2.6,3.0,2,3.5327401755060985
1.0,1.2,0.6,2,-3.5880436912797307
1.0,0.3,1.4,2,-1.2694995610053894
3.0,2.8,0.1,2,-12.508317756201398
1.9,2.6,1.3,2,-4.180518600424948
1.1,2.9,0.2,2,-8.115704350601138
2.5,0.2,0.1,2,-5.9024712208168975
2.2,2.2,0.7,2,-6.876476112605823
2.3,2.2,2.4,2,0.7285971185947413
2.8,2.7,1.9,2,-2.0752815562625875
0.7,0.9,1.1,2,-1.9169140396629871
0.7,2.9,1.2,2,-3.814071268789468
0.1,2.6,1.6,2,-1.8493178374079569
1.6,1.0,2.4,2,0.4203210316967935
1.9,2.9,0.8,2,-7.041241478138422
2.7,0.1,2.7,2,1.103281778612239
0.8,0.2,2.5,2,0.2148398754012469
0.2,2.8,1.5,2,-2.3250398266700985
0.4,2.6,0.8,2,-4.266492189974906
1.4,0.8,2.0,2,-0.5921003397960245
1.0,0.3,2.7,2,0.5143827900685742
2.9,1.5,2.2,2,-0.31601523902265327
1.8,2.2,0.3,2,-7.83488180232095
2.4,2.2,2.8,2,2.3382261447829626
0.9,1.9,1.6,2,-1.8118587593546491
1.9,2.5,0.9,2,-6.0096633298477355
1.9,2.6,3.0,2,3.4025527840657044
2.3,1.4,0.4,2,-7.014486214756034
1.3,2.0,0.9,2,-4.477784011823983
1.2,1.5,1.3,2,-2.6497205585085384
2.5,1.6,1.6,2,-2.535802005128885
1.7,2.9,2.2,2,-0.2198120820723213
2.1,2.8,2.6,2,1.7020190558506245
0.5,1.6,0.3,2,-4.09397960604085
2.6,2.4,2.5,2,1.2436205318186766
2.5,2.0,2.2,2,-0.2351283095303497
1.1,1.4,2.7,2,0.9805823321443804
0.3,1.9,2.0,2,-0.5637171816963945
2.2,0.2,1.0,2,-3.000270142530641
0.5,0.2,0.5,2,-1.2218888724588544
3.0,0.1,1.5,2,-2.2569149760250657
0.9,0.6,2.8,2,0.6638466970581003
0.7,1.0,2.4,2,0.239471109758328
2.7,1.6,0.4,2,-8.188004665180534
0.3,2.9,0.9,2,-4.447141571041989
2.4,1.3,2.0,2,-0.979622870269115
1.4,2.0,1.9,2,-1.2187551826621257
2.2,0.9,1.2,2,-3.294282403991709
