0,1,2,level,y
2.9,2.2,2.3,0,0.8898308149825441
2.5,2.8,2.3,0,-0.6743493121095747
3.0,0.2,2.3,0,1.4006674666235945
2.1,2.8,0.9,0,-1.4661222521955957
2.7,1.8,2.5,0,0.9459628902576429
2.2,2.8,0.2,0,-2.4733244631458273
3.0,2.9,0.1,0,74.60092973102758
2.9,1.5,2.8,0,1.320946593425825
2.5,1.1,2.5,0,1.1941169101058724
3.0,1.1,2.9,0,1.8133259727236246
2.5,1.3,1.9,0,0.9868247208755865
2.3,2.5,0.2,0,-17.341834973449664
2.5,0.4,1.2,0,0.5636466056597985
0.6,2.0,0.7,0,-0.6516529779989799
2.4,1.0,1.7,0,0.9123141691985718
2.5,1.8,0.9,0,1.4661222521955952
1.4,2.8,2.7,0,-1.2772398368780005
0.2,1.4,3.0,0,-1.2059780161273903
1.3,2.7,2.3,0,-1.1164036337029761
2.3,1.9,0.9,0,2.6723162475326463
0.5,2.2,0.4,0,-0.43407301337897725
2.1,2.7,0.1,0,-2.6029508520229307
1.1,2.5,1.7,0,-0.9123141691985718
0.5,1.6,0.6,0,-0.8773612109247133
2.1,2.5,2.0,0,-0.9753350750773435
0.9,0.5,2.8,0,0.46859951599780447
0.9,0.1,0.2,0,1.4852401038592953
0.3,1.4,2.8,0,-1.0820375620714986
1.3,2.0,1.4,0,-1.2266458824241653
0.8,2.4,1.9,0,-0.9663878185998098
1.6,1.7,2.1,0,-0.746009297310277
1.5,0.7,0.3,0,1.4524649667181073
3.0,1.9,0.3,0,0.8526300294162639
3.0,1.5,2.0,0,1.0111125504170584
1.0,1.1,1.9,0,-1.1823450568197573
1.8,2.0,1.7,0,-1.551100874208671
1.8,0.1,0.3,0,0.4116403076881417
1.7,0.5,1.1,0,0.8528939300494168
2.5,1.7,1.5,0,1.1112548014226518
1.2,3.0,0.8,0,-0.5019155374124779
2.8,0.1,1.9,0,0.9302951799898869
0.5,2.8,0.1,0,-0.21017268799116406
0.2,0.7,1.3,0,-1.5941023266487995
2.4,2.3,0.2,0,59.25762482203733
2.4,1.3,2.3,0,1.0316823355936795
1.9,2.2,0.1,0,-9.532749008056834
1.7,2.6,2.2,0,-0.9763405941196498
2.0,2.4,3.0,0,-0.39013403003093733
1.7,1.3,1.6,0,1.4071158210420884
1.2,2.3,1.0,0,-0.9114555713327948
0.3,0.7,1.3,0,-1.8523022262569648
2.2,1.7,1.0,0,1.9625701737538015
1.7,2.2,1.9,0,-1.0517153152972836
2.2,1.1,2.0,0,1.002601128466074
2.3,3.0,0.4,0,-1.7523512606059495
0.2,0.7,0.2,0,-3.4170331405390906
2.5,2.5,0.7,0,-9999.0
0.9,1.8,0.8,0,-1.1315189547861675
1.1,0.1,1.4,0,1.0
0.2,1.6,2.7,0,-1.2772398368780007
0.4,2.3,0.3,0,-0.34175629248250267
1.7,2.4,3.0,0,-0.6932279576885154
0.5,0.3,0.9,0,5.6210318496957
