0,1,2,level,y
0.9,2.2,1.3,0,0.9037369469353137
0.6,2.4,0.1,0,8.544422043752057
2.9,2.8,0.8,0,6.022630815561345
1.2,2.2,2.3,0,0.6810771194295119
1.6,3.0,1.8,0,1.5823003784726035
1.4,2.4,0.1,0,19.936984768754797
1.1,1.6,0.5,0,2.0886364995838362
1.0,0.8,0.6,0,0.7911501892363016
2.0,1.3,1.4,0,1.101959192150563
2.9,3.0,1.6,0,3.226409365479292
0.7,1.6,2.5,0,0.26582646358339734
1.9,1.8,0.2,0,10.146501176955567
0.1,2.2,2.7,0,0.04834806711999621
0.3,1.2,1.9,0,0.11242660583884287
0.2,0.9,2.2,0,0.04854785252131851
0.7,1.0,0.3,0,1.3845128311635277
0.9,2.3,0.9,0,1.3647340764326201
1.6,2.5,2.9,0,0.81843123024445
0.4,0.5,0.8,0,0.14834066048180655
0.3,1.1,0.1,0,1.9580967183598463
0.6,0.8,2.0,0,0.14240703406253427
2.5,0.6,2.9,0,0.3069117113416687
1.4,2.0,1.8,0,0.9230085541090185
1.7,0.9,2.4,0,0.3782686842286067
2.2,3.0,1.3,0,3.012456489784379
2.5,1.5,1.3,0,1.7116230055593062
0.2,0.3,2.5,0,0.014240703406253429
1.3,2.0,1.1,0,1.4024935172825346
1.8,2.0,2.4,0,0.8900439628908393
3.0,3.0,0.3,0,17.800879257816785
2.4,1.9,2.7,0,1.0021235730326485
2.7,1.7,1.4,0,1.9453818046042628
2.7,0.1,2.4,0,0.06675329721681296
0.7,0.5,2.9,0,0.07161273264638936
2.1,0.4,0.8,0,0.6230307740235875
2.9,0.6,2.3,0,0.44889173780581465
0.1,1.0,1.7,0,0.034903684819248604
2.1,2.5,1.5,0,2.076769246745292
0.7,0.4,1.5,0,0.11076102649308221
1.9,0.8,2.9,0,0.311003867492891
2.7,2.1,1.9,0,1.7707190419617753
1.9,1.0,0.4,0,2.818472549154324
0.4,2.1,0.4,0,1.246061548047175
0.6,1.3,2.0,0,0.2314114303516182
1.6,1.7,2.8,0,0.5764094235864483
1.2,0.1,2.3,0,0.03095805088315963
0.2,0.3,1.9,0,0.018737767639807144
0.2,2.9,0.5,0,0.6883006646355824
