0,1,2,level,y
0.9,2.2,1.3,0,1.793685661753257
0.6,2.4,0.1,0,-1.8936876150622703
2.9,2.8,0.8,0,5.6514716403574745
1.2,2.2,2.3,0,-1.544550881681238
1.6,3.0,1.8,0,-5.476586070520834
1.4,2.4,0.1,0,8.803243971414854
1.1,1.6,0.5,0,7.665807118326096
1.0,0.8,0.6,0,-27.42910650838786
2.0,1.3,1.4,0,-1.5556081955379626
2.9,3.0,1.6,0,1.432566417648891
0.7,1.6,2.5,0,-4.476633347212268
1.9,1.8,0.2,0,16.07808472954541
0.1,2.2,2.7,0,-1.4405529992238257
0.3,1.2,1.9,0,-5.881496154620213
0.2,0.9,2.2,0,-10.277177453230081
0.7,1.0,0.3,0,7.5100680591095506
0.9,2.3,0.9,0,-14.581246524216951
1.6,2.5,2.9,0,-3.9276517567798477
0.4,0.5,0.8,0,-6.602969217923974
0.3,1.1,0.1,0,-2.758373681362492
0.6,0.8,2.0,0,-5.156259557822999
2.5,0.6,2.9,0,-13.595703491313383
1.4,2.0,1.8,0,-11.361994982406005
1.7,0.9,2.4,0,-1.9679498368297774
2.2,3.0,1.3,0,-5.452741914833373
2.5,1.5,1.3,0,15.954016468662928
0.2,0.3,2.5,0,-0.3547398890374409
1.3,2.0,1.1,0,-9.682445926540833
1.8,2.0,2.4,0,4.88631744439699
3.0,3.0,0.3,0,3.211219360340665
2.4,1.9,2.7,0,2.0875366299258076
2.7,1.7,1.4,0,17.456502695992302
2.7,0.1,2.4,0,7.941998931346772
0.7,0.5,2.9,0,-12.823090267802836
2.1,0.4,0.8,0,6.176233159027628
2.9,0.6,2.3,0,-4.656853895589958
0.1,1.0,1.7,0,8.465093914610136
2.1,2.5,1.5,0,1.749830114343996
0.7,0.4,1.5,0,-17.370983451969828
1.9,0.8,2.9,0,-36.84999624057739
2.7,2.1,1.9,0,-5.180695906302145
1.9,1.0,0.4,0,-6.056833402516674
0.4,2.1,0.4,0,-6.065542379025939
0.6,1.3,2.0,0,20.265687699507474
1.6,1.7,2.8,0,-0.24973322877155435
1.2,0.1,2.3,0,6.115885750519345
0.2,0.3,1.9,0,-12.22181353572848
0.2,2.9,0.5,0,8.815731221940256
2.4,2.9,0.9,0,-1.757027474611951
0.8,1.1,1.1,0,-15.669995367284622
1.2,1.2,1.4,0,-3.2088341898813275
3.0,0.3,1.3,0,0.5659810113852927
1.6,2.2,1.3,0,-9.246915910559729
0.4,1.3,2.9,0,11.112024726796607
2.8,3.0,2.5,0,2.093558933079887
1.0,2.1,2.6,0,-16.74699179895738
2.1,2.1,2.8,0,-25.06645414264284
1.8,0.1,0.5,0,8.670818129858766
1.4,0.8,0.9,0,8.594776746119091
0.6,2.8,2.6,0,5.405711939066231
0.4,1.7,2.1,0,-10.666004839199553
1.7,1.2,0.2,0,-6.456682485527014
1.0,1.1,0.5,0,7.131100325803654
0.6,2.8,1.2,0,-2.7363937347349894
2.1,2.8,0.9,0,3.4339083784174123
2.0,1.2,2.6,0,5.6189323271215565
1.8,2.8,1.4,0,13.469593949845038
0.4,2.2,1.8,0,-8.107729847063544
2.9,0.7,0.8,0,0.7386973640747252
1.7,2.6,1.3,0,4.797277861768974
0.8,2.5,0.4,0,-3.430715399619028
1.1,0.5,2.6,0,7.033953517465015
2.3,2.6,1.1,0,-7.326775443086563
1.6,0.3,1.8,0,3.603867100477662
1.2,0.3,0.5,0,-3.534916734473878
0.3,1.7,0.9,0,13.388359716071339
1.4,1.8,2.4,0,0.6071743772638698
2.9,2.2,0.9,0,-2.647295130321693
1.2,1.1,2.3,0,-4.268770177363502
0.7,2.4,1.4,0,-11.710785098204706
2.3,2.6,0.5,0,11.331231463235241
2.2,0.1,1.9,0,-2.2869481822841595
1.5,1.2,1.0,0,-1.0570302944673717
2.7,0.5,0.1,0,7.740912602989622
2.0,2.8,2.6,0,5.988718433626443
0.7,1.9,1.2,0,-3.1700788027203552
0.3,1.3,0.5,0,-10.521479609425025
0.2,0.9,0.7,0,11.631521453530143
0.6,2.7,1.9,0,4.620397466629946
0.2,1.2,2.6,0,-1.2406407163237112
2.2,3.0,1.4,0,11.64988189588214
0.6,0.3,1.8,0,-4.547823989162471
2.3,0.1,0.1,0,18.27562724480486
1.3,1.3,1.5,0,-1.5418138236557497
0.4,2.3,1.4,0,-1.7072575400240617
2.5,3.0,2.0,0,3.969695722132907
2.7,2.5,0.8,0,0.8175202720786259
0.1,2.3,1.7,0,-1.5794546811350136
2.5,2.8,2.9,0,2.1826834708787057
0.6,0.5,1.7,0,-8.279366090365961
1.0,1.5,2.6,1,-5.100138631152752
0.6,0.2,2.8,1,-7.586627639918018
0.5,3.0,0.5,1,1.8402507474522662
1.0,0.1,1.7,1,-3.817132121354367
2.5,2.7,1.5,1,0.8013801545690882
1.9,2.1,0.1,1,3.6043350126070615
0.2,1.1,0.3,1,0.5002910398228847
2.1,1.5,3.0,1,-5.207417225042155
1.4,0.1,0.6,1,-0.27229391434903083
2.9,2.9,1.9,1,0.4477696959008607
2.8,1.3,2.0,1,-1.8230083322548067
0.9,0.3,0.6,1,-0.6841126932338021
1.0,0.5,1.8,1,-3.628712124082754
0.9,2.1,1.3,1,-0.7699870354526254
1.5,0.6,2.3,1,-4.7485711706255795
2.8,1.6,0.8,1,2.223219005460478
2.2,1.6,1.5,1,-0.5336499485810813
1.5,0.9,1.3,1,-1.3672098569479068
1.7,2.3,0.9,1,1.340456723768269
2.2,1.9,2.1,1,-2.116593873688085
2.6,1.3,1.9,1,-1.6230653969098432
0.2,2.5,1.2,1,-0.9476480108898591
2.4,1.0,0.2,1,2.786897255425124
1.5,2.8,1.2,1,0.7072746705929451
0.7,1.8,1.3,1,-1.2218994068147575
0.2,0.4,2.5,1,-6.7025244189221
2.9,1.8,2.4,1,-2.287941718502082
0.7,0.2,2.6,1,-6.8132421331886635
2.1,2.3,2.8,1,-3.778529732576849
1.7,0.5,2.0,1,-3.7285502023312906
0.5,0.3,2.5,1,-6.897542410544268
1.0,1.6,1.3,1,-1.3202127202036469
2.8,2.0,0.4,1,3.648242886376097
2.0,1.1,1.2,1,-0.2987542864836893
2.3,0.1,2.8,1,-5.7949943943656335
0.2,2.6,0.7,1,0.8548898700746266
0.2,2.9,2.6,1,-4.421389301296764
2.4,0.6,2.3,1,-3.8173883209337895
1.6,1.4,0.3,1,2.288257270705097
0.5,0.4,1.5,1,-3.4408073937379426
0.3,0.6,1.8,1,-4.2430595714933945
3.0,0.3,2.1,1,-2.9388355711895335
1.3,2.8,1.2,1,0.41518363676203707
1.1,2.6,2.6,1,-3.9132764305114414
0.5,0.3,1.6,1,-3.996309582699941
1.3,0.6,1.8,1,-3.4567483648220536
0.6,0.2,2.7,1,-7.053589255795913
2.8,0.3,0.4,1,1.8939134137319293
2.6,2.1,1.2,1,1.09031122806017
0.6,1.8,1.2,1,-1.0863450119021274
2.9,2.4,1.9,1,-0.33550135865398534
2.6,0.4,2.5,1,-4.397846789545442
2.4,1.7,0.7,1,2.1410917062607173
1.2,1.7,0.6,1,0.9880930399535175
2.3,2.7,1.4,1,0.8158578354828452
2.2,1.8,0.1,1,3.745829495926348
0.4,2.0,0.3,1,1.6420552592744382
1.9,2.7,1.6,1,-0.08924325982565012
2.4,1.5,0.7,1,1.931016480653097
2.4,2.6,1.7,1,-0.1996390076743184
1.6,1.9,2.3,1,-2.9983317603245836
0.3,0.8,1.2,1,-2.3410354177377553
2.3,2.6,2.5,1,-2.4785099029632067
0.7,1.9,2.3,1,-4.112666564803083
1.8,2.5,2.8,1,-3.9333382286081604
0.6,1.7,2.9,1,-6.2268727185429995
0.2,1.1,0.3,1,0.40943643440163957
2.2,1.2,1.1,1,0.14463628176385424
1.7,2.3,1.4,1,-0.15468152999634205
0.2,1.0,1.7,1,-3.7910345390493614
0.3,2.1,1.8,1,-2.7574265617461053
0.4,2.9,2.8,1,-4.988220051264532
1.6,2.6,2.7,1,-3.652213635193691
0.9,2.5,3.0,1,-5.3297914686278
2.8,1.3,2.4,1,-3.070173520795392
1.9,0.2,0.9,1,-0.5204183086599001
0.7,2.5,2.9,1,-5.417015289642989
0.9,1.2,0.3,1,1.3546658925999504
1.0,2.2,2.8,1,-5.103024367236968
0.3,0.7,2.4,1,-6.0182538785511355
2.2,0.8,1.2,1,-0.6677892571486511
2.2,2.0,1.6,1,-0.6678971280244385
1.6,1.0,0.7,1,0.8351626156578977
1.7,0.2,1.8,1,-3.4334117905932313
0.2,2.3,0.9,1,-0.19645928475150337
0.6,2.3,1.9,1,-2.4721197866962292
1.2,1.4,2.9,1,-5.95674062202042
2.5,2.7,1.7,1,0.13307131783810883
1.8,1.1,0.5,1,1.5577871095395797
2.8,1.4,2.3,1,-2.5235526159860595
0.5,0.9,0.2,1,0.7285359469856854
2.4,1.4,2.9,1,-4.606824714672703
0.4,2.7,2.4,1,-3.929286376466789
1.4,0.5,1.5,1,-2.626403290083184
2.0,1.0,0.4,1,1.9147175228308457
1.0,2.8,2.0,1,-2.226971112964968
0.6,2.9,1.6,1,-1.1829603439976473
1.7,0.3,0.5,1,0.4683392362808806
1.0,0.8,2.4,1,-5.32970817931656
2.5,1.8,3.0,1,-4.566901978235364
1.6,1.8,1.6,2,-0.22456483716687092
0.7,2.3,2.6,2,-2.8881977805603563
1.7,1.4,2.3,2,-2.1094893891407804
0.5,0.8,2.1,2,-3.455184790939833
1.3,0.8,0.2,2,1.6485496525545393
1.5,1.8,1.0,2,1.0346898342627862
2.5,1.1,0.3,2,2.9206129128952396
0.4,0.7,2.8,2,-5.242261427440193
0.7,2.8,1.0,2,1.2348303655542447
2.6,1.8,1.5,2,1.0015424720649932
1.4,0.6,1.8,2,-2.0763646131203286
0.1,3.0,0.6,2,1.739826116043736
0.7,0.7,0.3,2,0.7199114351835143
1.3,2.3,2.6,2,-2.2885570695599373
1.4,2.5,2.8,2,-2.4415222102082597
1.1,2.0,1.9,2,-1.202341106255222
1.8,2.9,2.6,2,-1.1873088765026965
0.9,2.0,2.8,2,-3.440030220806464
1.9,2.8,2.4,2,-0.7367179055555839
1.2,2.7,2.8,2,-2.4420718859926844
2.5,2.6,1.6,2,1.4753149242850598
1.5,1.1,0.3,2,1.9206745749750256
1.8,2.5,1.8,2,0.2240208436534335
0.9,0.1,1.3,2,-1.9463255476201138
2.1,2.2,1.6,2,0.6758944796039139
2.7,0.5,0.5,2,2.068581322282009
3.0,2.8,0.4,2,4.894859226795009
2.0,2.0,1.4,2,0.8283001481288105
0.8,0.9,2.2,2,-3.2831275554661787
1.3,1.8,2.6,2,-2.7890206410544907
1.2,2.1,2.6,2,-2.589039430802772
2.4,0.4,1.1,2,0.30934532020748884
3.0,0.4,2.8,2,-2.9424988723795127
0.2,1.6,1.4,2,-1.37118702192584
0.7,1.4,3.0,2,-4.695950610424577
1.5,0.2,1.5,2,-1.6964040589712683
1.2,0.4,1.5,2,-1.795819988251979
2.5,0.4,1.1,2,0.40730077918437163
1.9,2.5,1.9,2,0.09558324014982458
0.2,0.1,0.5,2,-0.8323588150693416
0.9,0.3,1.8,2,-2.878309840253701
2.1,1.1,0.5,2,2.0671661946273523
1.6,0.4,2.3,2,-3.2081812497689595
0.3,2.5,2.7,2,-3.3148483289264687
1.5,2.4,2.2,2,-1.0819048479652464
0.8,3.0,0.4,2,2.893560372600276
2.0,2.6,1.5,2,1.202717384403984
2.5,2.4,2.2,2,-0.08418447868060129
1.1,2.5,0.7,2,2.0125742437021654
2.1,2.7,0.3,2,4.121018747419201
0.3,1.8,2.5,2,-3.5639362674206794
0.3,0.7,1.6,2,-2.6225411175563624
2.1,2.6,3.0,2,-2.093911431204939
1.0,1.2,0.6,2,0.8418094901272027
1.0,0.3,1.4,2,-1.8723061914500536
3.0,2.8,0.1,2,5.573991176997986
1.9,2.6,1.3,2,1.5572499323957505
1.1,2.9,0.2,2,3.5484595452939884
2.5,0.2,0.1,2,2.472937856431831
2.2,2.2,0.7,2,2.8146632529539426
2.3,2.2,2.4,2,-0.9345448624140529
2.8,2.7,1.9,2,1.1960134740373738
0.7,0.9,1.1,2,-0.8919167512766302
0.7,2.9,1.2,2,0.8823199708321048
0.1,2.6,1.6,2,-0.9243750897340798
1.6,1.0,2.4,2,-2.8350606533630325
1.9,2.9,0.8,2,2.987985552578615
2.7,0.1,2.7,2,-3.316370149253878
0.8,0.2,2.5,2,-4.662443438045988
0.2,2.8,1.5,2,-0.3976479886667011
0.4,2.6,0.8,2,1.1893649117002507
1.4,0.8,2.0,2,-2.3298859243579604
1.0,0.3,2.7,2,-4.815732583939315
2.9,1.5,2.2,2,-0.5830766183102268
1.8,2.2,0.3,2,3.3207781387767907
2.4,2.2,2.8,2,-1.7429422038321705
0.9,1.9,1.6,2,-0.8233356026335471
1.9,2.5,0.9,2,2.3615521167815228
1.9,2.6,3.0,2,-2.2937430977593434
2.3,1.4,0.4,2,2.7928977736924394
1.3,2.0,0.9,2,1.2618570504417597
1.2,1.5,1.3,2,-0.24481022094508523
2.5,1.6,1.6,2,0.4780686170687104
1.7,2.9,2.2,2,-0.3819847941007243
2.1,2.8,2.6,2,-0.9881303217614934
0.5,1.6,0.3,2,1.4208541306595917
2.6,2.4,2.5,2,-0.6615597786818134
2.5,2.0,2.2,2,-0.4822028526953042
1.1,1.4,2.7,2,-3.616291832678557
0.3,1.9,2.0,2,-2.3296020927769643
2.2,0.2,1.0,2,0.13545849025469386
0.5,0.2,0.5,2,-0.4323127744845886
3.0,0.1,1.5,2,-0.29620184384025067
0.9,0.6,2.8,2,-4.8430977842294185
0.7,1.0,2.4,2,-3.735653219462417
2.7,1.6,0.4,2,3.392351967108195
0.3,2.9,0.9,2,1.1607985785295796
2.4,1.3,2.0,2,-0.8297877048626912
1.4,2.0,1.9,2,-0.9030840849466216
2.2,0.9,1.2,2,0.38219337788008284
