0,1,2,level,y
2.0,2.5,0.9,0,9.426708492738548
2.5,1.7,0.6,0,-6.268583910757695
2.5,2.6,1.4,0,-10.412691926416802
1.8,0.3,1.1,0,-2.3978052208885052
0.2,1.5,1.1,0,9.48071949005061
1.8,0.5,2.3,0,5.876893069202556
2.0,1.6,1.6,0,-1.3224005009550681
2.0,2.7,0.1,0,-22.96833081989645
2.2,2.0,1.3,0,-3.8057194121195645
3.0,0.4,2.7,0,-9.466075509098363
2.3,1.3,0.8,0,1.0163943554513581
3.0,0.3,0.8,0,-4.748692144277183
2.8,0.9,2.2,0,-10.286533917959396
2.4,0.2,0.3,0,17.817044578713883
1.6,1.7,0.4,0,2.4108902246021477
2.0,0.6,1.1,0,-15.620442031393896
2.0,2.2,0.1,0,-14.214459558444918
2.4,2.4,2.1,0,3.5916981518344167
1.8,1.8,2.4,0,1.2736672376577094
0.1,0.8,2.9,0,-3.252746369898171
0.9,0.5,3.0,0,-0.21883488195009715
1.0,1.7,0.5,0,17.470779609588323
2.8,2.9,0.8,0,-9.94380758050314
0.1,2.6,3.0,0,12.957046142322893
0.3,1.9,1.3,0,-4.066344996672935
1.6,2.0,1.7,0,-9.252149814787657
1.2,0.2,2.2,0,2.2699451613073736
1.0,2.9,2.2,0,-1.214902400315954
0.2,3.0,1.5,0,-4.184086188709112
0.4,1.5,2.7,0,7.782814177226978
1.5,2.6,0.7,0,6.245512006824416
2.2,1.3,0.8,0,-12.191048130124383
0.4,2.1,1.1,0,2.6399428407753565
1.4,1.5,0.5,0,-8.60850277769471
0.5,1.9,1.7,0,-14.838263627679057
0.3,0.5,1.0,0,0.2818262685592081
2.5,1.7,1.4,0,-5.9095754932871
0.8,0.6,2.3,0,-7.915584977451245
1.4,1.2,0.3,0,-34.57134651442738
1.9,1.6,2.9,0,10.397443535247731
2.8,2.8,0.1,0,-16.93611004534438
1.1,1.2,1.7,0,-5.81093520775043
0.4,1.1,1.1,0,6.60864361192679
2.2,2.3,3.0,0,5.204067983991509
0.4,3.0,2.4,0,8.59423930253255
0.7,2.4,2.0,0,4.638929083955355
1.9,0.3,2.0,0,9.727496575348876
2.7,2.4,0.1,0,-13.544903824944846
0.3,1.9,2.3,0,2.456109592474933
2.0,0.7,1.6,0,11.896197223155323
1.8,0.5,2.9,0,-3.059271307517797
1.8,2.5,1.8,0,4.3018870904310536
0.3,2.1,1.9,0,-6.97499417712604
1.3,0.1,0.5,0,-2.478051355487577
1.6,2.2,1.6,0,-3.15039492736205
1.0,2.3,0.1,0,3.2930811689352293
0.8,0.4,2.1,0,-9.67603094150658
2.2,2.0,0.1,0,-10.32567874505088
1.7,0.5,2.9,0,-3.915457025650025
0.6,1.2,0.9,0,12.409454047576268
1.9,1.9,1.0,0,-12.304144543543984
1.7,2.1,2.4,0,-17.65617469764091
2.6,0.4,2.2,0,-4.618598852906223
0.4,2.9,1.2,0,-17.194627765239318
2.6,0.1,1.3,0,-0.29610008974488
1.8,2.4,0.9,0,-21.744408808397083
1.4,0.8,2.3,0,-9.51000686472702
2.3,2.2,2.6,0,6.99873190952468
2.6,2.9,2.7,0,-3.7870271500415655
2.1,1.4,1.4,0,-0.38624186881145395
2.1,1.8,0.5,0,-10.827038826117436
2.5,2.6,0.5,0,-17.14445122249348
1.5,1.6,2.1,0,11.516189707953776
1.8,0.3,0.7,0,-9.553861076746003
1.4,1.2,1.9,0,4.785960900724433
1.1,0.3,1.2,0,0.3826552889252266
2.0,2.0,0.2,0,-9.247408561794876
2.4,0.1,2.1,0,-16.78626624328261
2.3,1.4,2.6,0,-20.69321803692774
1.5,1.0,2.6,0,20.898695991836185
2.7,1.6,1.5,0,8.828599891087112
0.4,2.9,0.9,0,-28.010474826835278
2.9,1.0,2.6,0,10.575940409921035
1.9,2.4,0.2,0,-5.219757950770633
2.9,2.1,1.0,0,-13.861086338552237
1.4,1.2,2.8,0,-5.752259905489722
2.2,1.2,0.3,0,2.4588485597138137
3.0,2.1,0.4,0,-34.07568439566632
2.2,2.4,1.5,0,8.498246840803908
1.9,0.5,1.3,0,-14.430714004848053
1.2,2.6,2.8,0,-0.018378069840330635
0.5,2.5,0.1,0,-1.9600188188695515
1.0,0.8,0.1,0,-5.067344347066039
3.0,2.2,2.9,0,11.496515875540688
