0,1,level,y
1.1,2.5,0,-27.96685795162817
2.6,0.4,0,-15.681626845272355
2.5,0.9,0,-9.876443685958728
0.1,2.2,0,-4.879782144067404
3.0,2.0,0,-9.506951435037509
1.1,1.2,0,2.0000156466709855
2.6,1.0,0,-9.442556981045634
1.1,2.2,0,-0.5878982942209723
2.4,0.7,0,2.2169179982690936
0.1,2.1,0,-8.39793832668609
1.3,3.0,0,-0.4672996072199376
0.8,1.5,0,20.635755194591678
2.5,2.7,0,11.400448055288264
1.8,2.7,0,-10.783352947572222
2.3,0.3,0,-6.635265428536923
0.3,2.9,0,7.009404636249152
0.2,2.0,0,12.365410981616451
2.7,0.6,0,-3.8552161738503496
0.9,1.5,0,-6.29933431845178
0.2,3.0,0,-5.894984160802284
1.1,2.5,0,7.64113941613804
2.8,0.8,0,-1.5563346815331895
2.5,1.2,0,-8.028261027367632
0.2,2.8,0,-0.7563507360353368
1.6,1.7,0,-4.933999220855546
0.6,2.1,0,7.464136697691109
1.8,2.2,0,-6.237384271016104
1.5,2.1,0,5.191733027673759
2.9,2.4,0,10.237807216623413
2.3,0.1,0,-1.67127913340732
0.1,1.0,0,-9.593505059755868
1.9,2.1,0,13.826414245517098
0.6,2.5,0,-5.8527339824964555
2.5,0.8,0,-0.06926373060383373
0.6,3.0,0,-5.714164255536596
1.5,0.2,0,-22.204719535610977
1.8,0.2,0,-3.0394383135115053
2.2,2.2,0,3.6214755533779073
2.4,1.1,0,-3.9163749099669176
1.2,2.9,0,4.95526258542261
0.5,0.4,0,-9.134063075223404
2.8,1.7,0,-8.479963231220323
1.7,0.1,0,-7.088025487170241
1.7,1.9,0,18.868890721997595
1.9,1.2,0,5.753011526666452
2.4,0.1,0,-11.92146458438929
1.4,0.6,0,2.0331223638158704
1.7,3.0,0,-1.8399840621494237
0.2,2.1,0,-4.403949160393567
1.8,2.9,0,11.3407698021016
1.9,0.3,0,-10.419403902544651
2.9,0.5,0,-22.78493393425727
2.7,0.9,0,-13.246152604689701
1.3,1.7,0,0.1954569392356602
2.8,1.1,0,-2.2129856888994066
2.3,1.7,0,11.449723569568771
0.5,2.8,0,-5.779215993622068
1.8,2.2,0,7.976879860323607
1.8,2.5,0,5.815764522334233
0.9,0.8,0,-3.939357814388043
3.0,0.1,0,0.5102440848667387
1.7,1.0,0,2.1056880933283875
0.2,1.6,0,-9.1442170279023
2.4,2.9,0,14.018121123743448
2.5,2.4,0,-10.655302891492111
1.2,2.1,0,0.887066552660571
1.1,1.7,0,-0.6087042050456026
1.7,1.3,0,2.2947307945028284
0.5,1.3,0,-8.392665431002193
1.3,2.8,0,1.6894109346454371
2.0,1.7,0,-2.2893179354061397
2.5,0.3,0,3.7974783264088625
0.8,1.9,0,-8.113052462592963
0.2,0.4,0,-1.4491749538745735
1.4,1.9,0,-2.8129582706185814
2.1,0.2,0,-18.8107312994342
1.9,0.3,0,21.594367225548574
2.4,0.4,0,-6.359862793305426
2.1,1.8,0,-15.449514849473175
2.3,2.9,0,17.295326063328332
1.2,0.8,0,-13.508399030527727
2.6,0.2,0,-3.010438447052887
1.2,0.1,0,4.16006969329268
2.9,2.9,0,-2.7219116464611868
2.9,1.7,0,-5.441990059411976
2.8,2.2,0,-4.518226625015211
1.2,0.9,0,-3.858195962608621
2.1,0.9,0,-19.75916941010326
2.5,1.5,0,-14.114273498733521
1.3,2.0,0,-1.352685022916797
0.5,1.0,0,8.747316024813646
2.7,1.9,0,6.0158179143905794
2.9,0.6,0,11.673544873596267
2.1,2.4,0,8.325337623856353
1.0,1.1,0,-7.024410144971549
1.8,1.0,0,-4.141709640863196
0.1,1.4,0,-21.04320939520255
1.3,0.8,0,-12.528069790065253
2.9,0.5,0,-16.23218038045117
3.0,1.1,0,-0.9626789482002125
2.7,1.5,1,2.1858447178095184
2.4,0.6,1,-1.7971439184933566
0.2,0.9,1,-0.1270662116883035
2.4,0.9,1,-0.5532293989615039
1.9,1.0,1,-0.0054367507977807275
2.7,2.9,1,8.863645780074345
0.8,1.4,1,1.1160338877331217
2.4,2.4,1,5.957392568055892
2.6,0.9,1,-0.40163900536363706
0.5,1.9,1,2.3877906171567034
1.3,0.7,1,-0.9606864188630054
1.1,2.1,1,3.386730028152774
0.4,0.1,1,-1.9149401756910995
2.4,2.2,1,5.225527907899166
2.2,1.0,1,-0.04128581560156871
0.7,3.0,1,5.220475435347996
0.7,2.5,1,3.9795786509502227
0.3,1.5,1,1.348864204636191
2.2,0.9,1,-0.71197593138037
1.8,0.3,1,-2.6731643601264468
2.7,2.4,1,6.517186183907495
0.1,0.9,1,-0.08639027155501705
2.0,1.1,1,0.4758923583487044
1.4,0.2,1,-2.7305968289169718
0.1,1.4,1,0.8613421250053442
2.9,0.4,1,-2.798626325120126
1.9,2.0,1,3.8134248080459194
1.6,0.3,1,-2.462277712815334
2.6,1.9,1,4.000206824371846
1.8,1.7,1,2.7088224905871625
1.8,2.6,1,5.982667430547304
1.0,2.8,1,5.2924598373431255
1.7,1.3,1,1.143535321190702
2.4,1.9,1,3.9705463366018723
2.3,0.4,1,-2.732532265476839
1.2,2.4,1,4.526214014654565
2.5,1.9,1,3.8732493573405185
0.7,0.8,1,-0.470426510759132
1.4,1.1,1,0.4113114785934112
0.8,1.0,1,-0.04239146598316622
1.9,2.4,1,5.239637637132397
2.2,2.0,1,4.212734613693384
1.7,2.2,1,4.4673222655467555
1.6,0.5,1,-1.7236887624942363
2.8,2.8,1,8.512133097197863
1.2,2.0,1,3.339055769403617
0.9,2.6,1,4.326124406020771
0.6,0.9,1,-0.3195420620667886
2.8,2.7,1,8.001058517237382
3.0,2.3,1,6.367828148171472
0.8,0.1,1,-2.389825658738838
0.5,2.3,1,3.152040901533036
1.2,0.9,1,-0.3646913122743801
0.5,0.9,1,-0.34173617325797445
1.8,1.5,1,1.7020034967260154
1.0,3.0,1,5.843529579170445
2.2,0.5,1,-2.095159088589747
1.9,2.8,1,6.945313803772064
0.4,0.5,1,-1.2377982641640262
0.8,2.3,1,3.6058892089054884
0.7,0.9,1,-0.4110065671701821
2.9,0.1,1,-4.380621610756155
0.4,1.2,1,0.5101950187385023
2.2,2.3,1,5.382229897689168
1.3,1.1,1,0.2509910074106896
1.8,2.8,1,6.624736037696457
0.2,2.9,1,4.018485371586918
1.2,2.3,1,4.011245290033728
1.6,1.4,1,1.162906375549346
0.1,1.1,1,0.07300429184333497
0.9,2.4,1,3.923253352904359
2.2,0.8,1,-0.7846165017413634
0.7,1.6,1,1.6101130609719976
0.9,2.8,1,5.259737827586229
2.1,2.1,1,4.466114720961282
0.1,2.4,1,2.7800743571313182
1.9,0.2,1,-3.2088391783567767
1.5,1.1,1,0.261978773407451
2.5,2.5,1,6.535672380452134
1.8,2.9,1,7.158812023039851
0.4,0.2,1,-1.877313321297478
0.4,2.3,1,3.0499563317298035
2.4,1.1,1,0.45158979356401663
2.1,1.7,1,2.711736365037929
0.8,2.0,1,2.7400432291206402
1.1,0.8,1,-0.7303072065456131
1.0,2.3,1,3.9203968673722622
2.3,1.6,1,2.5861035251145497
1.0,0.4,1,-1.8981030981797224
1.1,0.3,1,-2.202993066141699
2.4,0.7,1,-1.2046473466775456
0.8,1.0,1,0.0027761585201279936
2.1,2.9,1,7.466048518365767
1.2,2.0,1,3.234023764610922
0.1,0.6,1,-1.0524658712261399
0.1,2.6,1,3.242679406179019
0.6,0.8,1,-0.5102974827361993
0.6,1.0,1,-0.04176924607951683
1.1,2.5,1,4.48813540721103
1.9,3.0,1,7.677214831487827
0.4,1.5,2,-2.8742504091232672
1.6,3.0,2,0.6925909454170036
0.7,2.3,2,-1.248409061549652
1.7,1.0,2,-6.317275861240181
0.9,0.5,2,-6.2368489344788225
0.8,2.8,2,0.008250829054072218
1.7,1.7,2,-3.85584433928608
0.8,1.3,2,-3.9145219131297937
1.6,1.8,2,-3.4063218501538906
2.2,0.8,2,-8.019483414725274
1.7,2.8,2,0.009285082361851459
1.3,1.4,2,-4.353328436946081
1.2,0.2,2,-7.83020728382854
1.6,2.1,2,-2.3815017020478026
2.3,3.0,2,0.8347555969184541
1.9,2.6,2,-0.7331497370963045
1.0,1.1,2,-4.778679420764271
1.0,1.0,2,-5.058834925785117
0.2,1.9,2,-1.80852043428574
0.8,1.7,2,-2.8699168018134738
1.5,0.6,2,-7.2838493438941425
2.7,0.1,2,-12.178098914628078
1.7,0.5,2,-8.074516086627105
1.5,0.5,2,-7.615709282838058
1.0,2.0,2,-2.2460054472348463
2.8,0.3,2,-11.524609044985073
0.5,0.7,2,-4.8551651168355185
1.0,2.0,2,-2.2432335687648046
2.0,1.9,2,-3.423777630496123
1.8,2.2,2,-2.1563704550849137
0.8,0.5,2,-6.009112816566715
1.3,1.4,2,-4.351890320457086
1.2,1.2,2,-4.815931378987585
0.4,2.9,2,0.2273808584606456
0.2,2.4,2,-0.7995731432559409
0.4,2.8,2,0.006049415249516232
1.5,2.8,2,0.00713868280339259
3.0,0.2,2,-12.507372227600687
2.6,2.2,2,-2.6361474524630393
0.8,1.7,2,-2.8671967160150302
1.5,2.7,2,-0.3235441003125671
1.0,0.7,2,-5.90425154625267
1.6,1.7,2,-3.7456977958988054
0.6,0.3,2,-6.030919389649738
1.4,2.8,2,0.008812914757202597
2.5,1.4,2,-6.030609969990209
2.3,1.2,2,-6.574615026256088
0.9,0.1,2,-7.324491150157883
1.3,1.3,2,-4.66452282898419
0.6,1.5,2,-3.135329629272178
1.6,1.9,2,-3.0657679130123086
0.1,0.8,2,-3.824965727941704
0.8,2.3,2,-1.3006207995522323
2.8,1.7,2,-5.0644741317560715
0.1,0.9,2,-3.634139749836786
2.7,1.3,2,-6.760966277891537
0.6,1.2,2,-3.856764432142104
0.6,1.0,2,-4.339126285754659
2.3,2.1,2,-2.8669259478105644
0.6,1.9,2,-2.1662221303422258
2.9,2.8,2,0.014222223539320764
3.0,2.5,2,-1.4293875017564455
2.5,0.2,2,-11.205895345452017
2.9,1.6,2,-5.643505472993598
0.7,0.4,2,-6.02849106180485
1.6,2.1,2,-2.381634599000225
1.8,0.9,2,-6.860473855783532
0.1,1.9,2,-1.7174836205051098
1.4,2.9,2,0.3306318488880441
2.8,1.6,2,-5.525312117935776
1.9,2.1,2,-2.5910320601655537
1.8,2.3,2,-1.7986550684353368
2.7,2.0,2,-3.5979914663620534
2.1,1.2,2,-6.252940312010477
2.9,2.0,2,-3.7598871275556998
1.8,0.5,2,-8.304632319613312
1.9,2.0,2,-2.961374184994663
0.5,1.0,2,-4.160530159353617
2.1,0.1,2,-10.558080745280161
1.1,1.6,2,-3.4901492223942596
2.9,2.3,2,-2.3454902809122973
0.7,1.0,2,-4.520443928156335
1.5,0.3,2,-8.279600695346906
2.7,2.6,2,-0.8896221907329994
2.0,0.1,2,-10.290389242660934
0.9,0.9,2,-5.151099576736664
2.8,2.6,2,-0.9104520407150677
0.8,1.3,2,-3.915169585760138
2.1,2.8,2,0.010678662706592167
0.9,1.1,2,-4.607854527661567
2.3,2.9,2,0.42299659741582407
0.9,0.1,2,-7.324861650801851
1.6,1.5,2,-4.429724297289562
0.6,0.4,2,-5.790695208103388
1.2,1.2,2,-4.814533453108312
0.5,0.1,2,-6.244443364201928
0.3,0.3,2,-5.281915861823417
1.8,2.8,2,0.010432956483644524
0.2,1.4,2,-2.815820084952263
2.4,0.2,2,-10.95030626103369
