0,1,level,y
2.0,2.5,0,17.20989577351891
0.9,2.5,0,17.193369201900573
1.7,0.6,0,16.522345952756716
2.5,2.6,0,7.625326926733459
1.4,1.8,0,-0.07093893791108785
0.3,1.1,0,-0.22655464187489105
0.2,1.5,0,-8.241938946228519
1.1,1.8,0,-4.337892006891114
0.5,2.3,0,-11.729522614479887
2.0,1.6,0,11.548469747476604
1.6,2.0,0,-5.422219184250666
2.7,0.1,0,1.9268958326191186
2.2,2.0,0,-5.807243697351879
1.3,3.0,0,-9.508044332284513
0.4,2.7,0,-2.3356522458839253
2.3,1.3,0,-2.449557516708916
0.8,3.0,0,3.412581363086969
0.3,0.8,0,-11.267940696086947
2.8,0.9,0,16.57523648649722
2.2,2.4,0,6.717956188269719
0.2,0.3,0,-0.5181222628189058
1.6,1.7,0,-10.131147676177815
0.4,2.0,0,-4.580346367018819
0.6,1.1,0,6.925177687168631
2.0,2.2,0,24.10080515515947
0.1,2.4,0,7.377517017740591
2.4,2.1,0,3.1628929346443253
1.8,1.8,0,-12.440499544732434
2.4,0.1,0,10.497030400028747
0.8,2.9,0,-14.646527601675503
0.9,0.5,0,7.292694923978248
3.0,1.0,0,-3.1835663192399855
1.7,0.5,0,11.037705966218095
2.8,2.9,0,-12.097806260225362
0.8,0.1,0,6.516188325472433
2.6,3.0,0,13.64728548823356
0.3,1.9,0,14.327616715574022
1.3,1.6,0,-8.224944135003632
2.0,1.7,0,16.243180761774987
1.2,0.2,0,3.2689826664380726
2.2,1.0,0,-3.7819069887726773
2.9,2.2,0,0.39789014542815443
0.2,3.0,0,7.611152240815628
1.5,0.4,0,8.025247256510413
1.5,2.7,0,-0.6820391093581852
1.5,2.6,0,-14.21853850535561
0.7,2.2,0,-1.322477853802905
1.3,0.8,0,-9.491871653566328
0.4,2.1,0,4.5210532527119724
1.1,1.4,0,0.24133105359111962
1.5,0.5,0,-7.810531853595496
0.5,1.9,0,21.48430445786241
1.7,0.3,0,11.30879218285396
0.5,1.0,0,-12.406735893749772
2.5,1.7,0,-3.9876367454084822
1.4,0.8,0,6.124266135366451
0.6,2.3,0,-1.1431063669695856
1.4,1.2,0,-3.328486318141957
0.3,1.9,0,-3.05017282680157
1.6,2.9,0,20.100760131297296
2.8,2.8,0,-1.9466162478502138
0.1,1.1,0,10.589919181023062
1.2,1.7,0,-2.377185223636498
0.4,1.1,0,-7.180328408087487
1.1,2.2,0,0.8164584636240333
2.3,3.0,0,-2.4170403055509384
0.4,3.0,0,-5.1854061579440955
2.4,0.7,0,9.489487003702969
2.4,2.0,0,13.140302915028986
1.9,0.3,0,-4.093379867872572
2.0,2.7,0,4.15158956037224
2.4,0.1,0,0.26129907444501344
0.3,1.9,0,-15.15077005253053
2.3,2.0,0,1.230473160763779
0.7,1.6,0,-2.7620364293067077
1.8,0.5,0,-5.736895409087343
2.9,1.8,0,-28.3233703843349
2.5,1.8,0,9.034368033340213
0.3,2.1,0,-6.413788108083764
1.9,1.3,0,-3.509027278938172
0.1,0.5,0,8.897216332290691
1.6,2.2,0,1.266958998308168
1.6,1.0,0,9.527010656176675
2.3,0.1,0,9.138497240095077
0.8,0.4,0,11.825967610656733
2.1,2.2,0,-2.552713898628187
2.0,0.1,0,5.636729380614657
1.7,0.5,0,15.993367767519224
2.9,0.6,0,-1.2523496220978512
1.2,0.9,0,7.594323063019133
1.9,1.9,0,-6.167500601977514
1.0,1.7,0,-0.747956798451139
2.1,2.4,0,-1.2081184789333015
2.6,0.4,0,13.900266876243085
2.2,0.4,0,-6.696391426198723
2.9,1.2,0,1.204725322705334
2.6,0.1,0,-1.454837237510302
1.3,1.8,0,14.298364961668751
2.4,0.9,0,-5.071124330955904
1.4,0.8,0,-16.562438234108875
0.2,2.6,1,-1.93932291588795
0.6,2.3,1,-1.1119046203896112
2.1,0.1,1,3.6545288363049577
0.4,2.4,1,-1.3544399054985004
1.3,0.1,1,2.936501942731592
2.0,2.4,1,0.2658874350128079
1.3,1.3,1,1.1265259540686288
0.6,0.9,1,1.034835172879198
2.5,1.9,1,1.460216057906204
1.2,2.9,1,-1.156857041952628
2.5,0.8,1,3.017038518793859
0.2,2.3,1,-1.3875783491609754
1.5,1.4,1,1.3575793879302063
2.9,0.3,1,4.062526651403567
2.0,0.1,1,3.698007842346865
2.9,0.1,1,4.607611747465492
0.6,0.7,1,1.2397081332524083
0.5,0.9,1,0.780996759062041
2.9,1.4,1,2.583557569810777
1.6,2.7,1,-0.6666597335326275
0.5,0.8,1,1.214616176940717
1.3,1.3,1,1.1613910412351918
1.3,0.2,1,2.743310139098025
2.2,0.1,1,3.4750253343026047
0.4,1.3,1,0.4250292318934492
2.6,2.1,1,1.2403415107629345
1.7,2.6,1,-0.2619939422770482
2.1,2.7,1,-0.2813689872807281
0.2,0.2,1,1.5908540721719586
1.1,1.8,1,0.20611409454064866
1.1,1.8,1,0.3638015316936759
1.1,0.3,1,2.5263705329473614
2.7,2.6,1,0.6710838832959523
1.6,0.5,1,2.492375249710088
2.3,3.0,1,-0.375331011128828
0.3,1.7,1,-0.31688618958577314
2.9,0.7,1,3.5581393077201873
2.8,0.3,1,3.994189001919758
0.6,1.2,1,0.48825852372184597
1.0,0.5,1,1.9727297451245254
1.1,0.3,1,2.4766632921115166
2.8,0.9,1,3.2388365981403933
1.3,2.0,1,0.007137624316051999
1.2,2.0,1,-0.07367645474095365
2.6,0.8,1,2.9964494099640717
2.8,2.9,1,0.2891376312800761
1.8,2.1,1,0.38372315127062884
0.6,1.3,1,0.4932977529750027
1.0,2.4,1,-0.7272992211231152
1.2,1.1,1,1.2834059496776338
0.2,3.0,1,-2.472613544743052
