0,1,level,y
1.1,2.0,0,-1.0808439558662428
2.5,0.6,0,3.229322321574827
1.8,1.5,0,0.6585011432198535
1.9,0.3,0,3.2529293810264854
0.9,2.5,0,-2.3201890549523396
0.3,1.8,0,-1.4651059162318045
0.6,2.2,0,-1.9965819955006823
1.6,1.1,0,1.289977222488731
1.1,2.1,0,-1.2887129756834623
2.2,1.2,0,1.6821082026715115
2.4,0.5,0,3.337191341392047
0.5,1.2,0,-0.017891797328488668
0.2,0.4,0,1.345060361209266
1.0,0.6,0,1.7293223215748272
1.5,0.7,0,2.021453301757608
2.2,2.9,0,-1.851665134221217
1.4,0.9,0,1.5057152621231695
1.9,0.1,0,3.668667420660924
3.0,1.0,0,2.89784624230595
1.4,1.1,0,1.0899772224887307
2.7,2.7,0,-0.9359270945867788
1.4,1.6,0,0.05063212340263412
2.8,0.4,0,3.945060361209266
1.9,2.9,0,-2.1516651342212167
0.4,2.2,0,-2.196581995500682
1.2,1.1,0,0.8899772224887306
2.4,0.3,0,3.7529293810264854
2.6,3.0,0,-1.659534154038436
2.3,2.6,0,-1.1280580747695597
0.4,2.1,0,-1.9887129756834625
0.4,2.2,0,-2.196581995500682
1.0,2.7,0,-2.635927094586779
0.4,0.7,0,0.9214533017576083
2.0,1.2,0,1.4821082026715113
1.0,0.1,0,2.7686674206609236
2.1,2.8,0,-1.743796114403997
2.8,1.9,0,0.827025063950976
1.5,1.3,0,0.7742391828542918
2.9,0.3,0,4.252929381026486
1.8,1.4,0,0.866370163037073
0.6,2.2,0,-1.9965819955006823
1.5,2.0,0,-0.6808439558662434
2.0,0.9,0,2.1057152621231694
1.4,1.6,0,0.05063212340263412
0.8,2.8,0,-3.0437961144039973
2.8,1.5,0,1.658501143219853
1.2,2.0,0,-0.9808439558662432
0.4,1.7,0,-1.157236896414585
2.2,1.2,0,1.6821082026715115
1.6,2.1,0,-0.7887129756834623
2.0,1.8,0,0.2348940837681952
2.1,0.6,0,2.8293223215748275
2.2,0.7,0,2.721453301757608
0.7,1.5,0,-0.44149885678014655
0.5,0.9,0,0.6057152621231692
0.2,1.1,0,-0.11002277751126943
0.4,1.9,0,-1.5729749360490235
2.1,0.5,0,3.037191341392047
1.1,1.7,0,-0.45723689641458476
1.5,0.9,0,1.6057152621231692
0.3,0.5,0,1.2371913413920468
1.9,0.6,0,2.6293223215748274
2.9,2.3,0,0.09554898468209938
2.9,0.8,0,3.213584281940389
2.9,0.7,0,3.4214533017576083
2.3,3.0,0,-1.9595341540384368
1.1,1.3,0,0.37423918285429236
2.4,2.4,0,-0.6123200351351201
1.6,0.7,0,2.1214533017576085
2.0,0.7,0,2.521453301757608
3.0,1.9,0,1.0270250639509761
2.4,1.7,0,0.8427631035854151
0.3,0.1,0,2.068667420660924
0.6,2.3,0,-2.204451015317901
0.3,1.7,0,-1.257236896414585
1.5,1.0,0,1.39784624230595
2.2,1.0,0,2.09784624230595
1.4,0.3,0,2.7529293810264854
2.8,1.2,0,2.282108202671511
0.6,2.1,0,-1.7887129756834628
2.4,0.5,0,3.337191341392047
3.0,1.2,0,2.4821082026715113
2.7,0.4,0,3.845060361209266
2.8,0.1,0,4.5686674206609235
2.4,2.0,0,0.219156044133757
2.2,2.6,0,-1.2280580747695593
1.5,2.8,0,-2.3437961144039976
1.7,2.3,0,-1.1044510153179008
1.2,3.0,0,-3.0595341540384364
2.2,1.3,0,1.474239182854292
2.4,1.0,0,2.2978462423059502
0.7,0.3,0,2.0529293810264853
0.3,0.3,0,1.6529293810264853
2.9,1.0,0,2.7978462423059502
0.7,1.1,0,0.38997722248873057
1.6,1.6,0,0.2506321234026343
0.9,0.2,0,2.460798400843705
0.3,1.4,0,-0.633629836962927
2.6,1.5,0,1.4585011432198538
2.7,0.2,0,4.260798400843704
3.0,1.5,1,1.1610028684959683
2.2,0.3,1,3.7041108222359234
0.9,2.0,1,-2.331958778895679
2.1,1.1,1,1.3753721864092867
0.3,2.5,1,-4.324920426287326
2.3,0.3,1,3.804110822235923
0.6,0.2,1,2.3827031517142525
1.1,2.3,1,-2.967735767330667
1.9,1.3,1,0.6181875274526276
0.8,1.6,1,-1.3175894609823606
0.8,1.7,1,-1.5961817904606894
0.8,0.8,1,0.9111491748442755
1.0,1.2,1,-0.0032201430690426136
1.0,0.5,1,1.9469261632792638
2.2,0.6,1,2.8683338338009348
0.8,2.9,1,-4.939289744200643
1.8,1.8,1,-0.87477411993902
0.3,2.2,1,-3.4891434378523383
0.4,2.6,1,-4.503512755765656
2.4,0.9,1,2.2325568453659455
2.9,0.6,1,3.568333833800934
0.6,0.1,1,2.6612954811925817
1.8,0.5,1,2.746926163279264
2.3,2.9,1,-3.439289744200643
1.8,1.3,1,0.518187527452628
2.0,1.8,1,-0.6747741199390207
1.4,2.1,1,-2.1105511083740085
1.8,2.0,1,-1.4319587788956785
0.6,2.6,1,-4.303512755765656
2.0,2.8,1,-3.460697414722315
2.4,1.0,1,1.9539645158876162
1.2,3.0,1,-4.817882073678974
0.5,2.8,1,-4.960697414722315
2.9,2.3,1,-1.167735767330667
0.1,1.0,1,-0.3460354841123836
0.4,1.9,1,-2.553366449417349
2.9,0.1,1,4.961295481192582
1.1,2.4,1,-3.2463280968089965
1.1,1.3,1,-0.1818124725473722
2.7,2.2,1,-1.0891434378523375
0.4,2.2,1,-3.389143437852338
2.7,1.2,1,1.696779856930958
1.0,2.5,1,-3.6249204262873262
1.7,2.7,1,-3.482105085243986
0.8,1.4,1,-0.7604048020257013
0.2,0.9,1,0.03255684536594572
1.0,2.1,1,-2.5105511083740084
1.2,2.7,1,-3.982105085243986
0.3,0.7,1,0.6897415043226047
2.3,2.4,1,-2.0463280968089963
2.1,2.4,1,-2.2463280968089965
0.2,1.7,1,-2.1961817904606895
0.4,2.1,1,-3.1105511083740085
1.1,0.7,1,1.489741504322605
1.3,3.0,1,-4.7178820736789735
2.7,0.7,1,3.0897415043226055
2.0,1.0,1,1.5539645158876159
2.2,2.4,1,-2.146328096808996
2.1,2.9,1,-3.639289744200643
2.6,1.5,1,0.7610028684959689
0.6,0.5,1,1.546926163279264
2.6,3.0,1,-3.4178820736789737
2.0,0.2,1,3.782703151714252
0.5,1.3,1,-0.7818124725473723
0.4,1.0,1,-0.046035484112383784
1.4,0.7,1,1.7897415043226048
2.6,1.3,1,1.3181875274526278
0.9,1.6,1,-1.217589460982361
2.1,1.4,1,0.5395951979742986
1.2,1.3,1,-0.08181247254737256
1.0,0.4,1,2.225518492757593
2.8,3.0,1,-3.2178820736789735
2.9,1.1,1,2.1753721864092865
1.0,1.6,1,-1.117589460982361
