0,1,level,y
1.1,1.0,0,2.9540319422846117
0.4,2.1,0,4.4555846281370375
1.1,1.4,0,4.171524801426287
1.6,1.1,0,3.997883647673735
1.7,2.6,0,9.53690376256545
1.6,0.5,1,5.421569431039077
2.6,2.3,1,31.24870749101689
0.4,2.0,1,16.336601303016767
2.4,0.8,1,10.456049184671176
2.9,2.6,1,37.3088173532592
1.5,2.4,1,26.011503282222733
0.9,2.6,1,24.531685615368016
1.5,1.1,1,11.77419982065524
2.7,0.9,1,12.49752070570393
0.8,0.7,1,6.340151402910534
0.5,1.7,1,14.114228462587432
0.8,1.3,1,12.08059725846663
0.1,1.2,1,8.894901683150808
2.4,2.7,1,35.48072374743825
0.7,2.0,1,17.729608520542197
2.9,1.3,1,18.61939576119263
0.6,2.5,1,21.569067841920837
2.5,2.4,1,32.20689908664127
2.2,1.7,1,21.436156136602115
2.8,3.0,1,42.08929761588455
0.1,0.3,1,2.052318290663108
2.5,1.0,1,13.638033596678868
1.5,0.7,1,7.622264742703498
0.5,1.5,1,12.406923660899666
1.0,2.4,1,23.095820341477175
0.4,2.1,2,16.0214083408225
1.8,1.0,2,10.995256562520787
0.6,2.7,2,21.762186560367255
0.9,2.0,2,17.610416216411043
0.9,1.7,2,14.863895803931754
1.4,2.2,2,21.821780849416676
2.9,1.8,2,24.319705808544807
2.0,1.1,2,12.426685650248396
2.8,1.3,2,17.019845363162876
1.4,1.0,2,10.130234129159101
3.0,1.6,2,21.97925979022152
3.0,0.3,2,4.249803701968857
2.8,1.9,2,25.05815983252399
1.5,0.7,2,7.295956655881495
3.0,2.5,2,34.2128012819972
1.0,2.0,2,18.049907356276123
0.5,2.2,2,17.207782581127063
2.2,0.8,2,9.186958809363599
2.8,1.1,2,14.392318587855328
1.0,2.7,2,24.222085719839765
0.3,0.7,2,5.035902849061378
1.0,0.6,2,5.524848120466936
3.0,1.5,2,20.563087329522187
1.8,1.2,2,12.933078395015183
1.6,2.9,2,30.27071241747735
2.8,1.2,2,15.825681492348316
2.3,2.1,2,25.192311470750546
1.4,2.2,2,22.081374155314858
0.9,2.9,2,25.4484746046058
2.9,1.6,2,21.51517721694317
1.1,0.1,2,0.945857950664008
0.8,1.4,2,11.850810515861632
0.3,0.7,2,4.99799739350974
0.8,0.5,2,4.252751340782925
2.8,2.5,2,33.09142693186716
2.6,2.9,2,37.084367102488734
0.7,2.8,2,23.230648193656375
0.5,0.6,2,4.616100155414545
1.2,0.3,2,2.8557384389506635
1.9,0.7,2,7.984600826166967
2.3,2.3,2,27.55279056805323
0.8,2.7,2,23.022283345433262
1.5,1.0,2,10.255976874136847
0.7,0.1,2,0.8688076330462535
1.0,0.3,2,2.7486953284089535
0.8,1.0,2,8.542290383948691
0.3,0.7,2,5.183744228214943
1.1,2.0,2,18.63846027537435
2.8,1.7,2,22.443330112795678
1.0,1.7,2,15.462090125099825
1.7,1.5,2,16.182933512091573
2.3,2.6,2,31.369136417062403
2.4,2.1,2,25.803013210437154
2.4,1.0,2,12.403987110928401
2.1,2.5,2,28.94076301243423
0.3,2.4,2,17.75797091228952
0.3,2.5,2,18.340561640983072
0.7,2.9,2,24.22823305097056
0.6,0.3,2,2.2286799930424035
2.0,0.4,2,4.419329505279963
1.2,1.2,2,11.359756264014583
1.5,2.9,2,29.479301862528622
0.9,2.4,2,21.092084991524814
2.6,1.5,2,19.138746711775877
0.8,1.6,2,13.731969562290493
2.0,2.7,2,30.718972656515216
0.9,1.7,2,14.970978354215088
3.0,2.4,2,32.964193068945505
2.9,1.2,2,16.154788727606714
1.6,2.9,2,30.262077610945955
0.4,0.1,2,0.8557652294258576
1.0,1.7,2,15.33832964324916
2.8,1.1,2,14.54344687295889
0.2,1.4,2,9.994968781113073
0.3,0.7,2,5.150470795309921
0.8,2.0,2,17.022079500183512
0.9,0.3,2,2.76775469866395
1.0,1.4,2,12.694696191468786
2.3,1.3,2,15.760321643497443
2.9,2.2,2,29.67892610746663
1.8,0.4,2,4.309890293623946
3.0,3.0,2,41.141035412194775
1.3,0.1,2,1.1455993837265197
1.7,2.9,2,30.851070097271492
2.5,0.7,2,8.542812629547663
0.8,2.5,2,21.379036764391373
0.2,0.1,2,0.525328270532143
2.5,1.6,2,19.991805421152897
1.0,1.5,2,13.55524024591733
1.4,2.2,2,21.896480520566055
2.9,1.1,2,14.884263545119161
0.3,3.0,2,22.151222692032615
0.3,1.3,2,9.528633274921603
0.3,0.8,2,5.855188116778279
0.8,0.8,2,6.908794407091033
2.3,3.0,2,36.04611190090049
1.1,1.7,2,15.929856912801188
2.9,0.4,2,5.271834858390428
1.9,1.6,2,17.676389964218277
2.1,1.8,2,20.86051004851362
