0,1,level,y
0.9,2.2,0,-6.059708127516182
1.3,0.6,0,0.2675790257942088
2.4,0.1,0,1.1190498726777545
2.9,2.8,0,-9.90538938297093
0.8,1.2,0,-1.294751711378413
1.0,1.5,1,-1.7526437064567275
2.6,0.6,1,0.6017240424507282
0.2,2.8,1,-5.978050451175943
0.5,3.0,1,-6.693756082144281
0.5,1.0,1,-0.851229678727945
0.1,1.7,1,-2.368678787119907
2.5,2.7,1,-4.784137274455987
1.5,1.9,1,-2.4638296998513045
2.1,0.1,1,0.629343734211574
0.2,1.1,1,-1.0900802406587968
0.3,2.1,1,-3.293808479631199
1.5,3.0,1,-6.214644236518184
1.4,0.1,1,0.3824637706678602
0.6,2.9,1,-6.2046050531453085
2.9,1.9,1,-2.106439383843272
2.8,1.3,1,-0.5552521681277717
2.0,0.9,1,-0.036718509963505695
0.3,0.6,1,-0.38843479405802783
1.0,0.5,1,-0.05206507766280316
1.8,0.9,1,0.043446640983227425
2.1,1.3,1,-0.7192221961277955
1.5,0.6,1,0.16762676713042415
2.3,2.8,1,-5.1446455867339065
1.6,0.8,1,0.06625890264305223
2.2,1.6,1,-1.5920061473448552
1.6,1.8,2,-4.418348096883779
1.6,0.7,2,0.17889434965761788
2.3,2.6,2,-12.841567905361028
1.7,1.4,2,-1.7513593789758795
2.3,0.5,2,0.7003614893834982
0.8,2.1,2,-7.118175815562527
1.3,0.8,2,-0.2913272265680873
0.2,1.5,2,-2.9281482310096774
1.8,1.0,2,-0.2946544212800462
2.5,1.1,2,-0.4522558786073518
0.3,0.4,2,-0.021564406273601608
0.7,2.8,2,-16.243623613654844
0.7,2.8,2,-16.157421661107747
1.0,2.6,2,-12.997352471477887
1.8,1.5,2,-2.161253916727487
1.4,0.6,2,0.3051514794531626
1.8,0.1,2,0.6607662283395783
3.0,0.6,2,0.8667678334497906
0.7,0.7,2,-0.1279956537722394
0.3,1.3,2,-1.9180686435932959
2.3,2.6,2,-12.505455273623676
1.4,2.5,2,-11.423733190739629
2.8,1.1,2,-0.17791885654598025
2.0,1.9,2,-4.98237556005804
1.8,2.9,2,-17.308984957585356
2.6,0.9,2,0.15535176072261292
2.0,2.8,2,-15.777064946103112
1.9,2.8,2,-15.633008623472003
2.4,1.2,2,-0.7396301275333649
2.7,2.8,2,-15.357061665389832
2.5,2.6,2,-12.607462373706225
1.6,1.5,2,-2.3880678568516
1.1,0.3,2,0.22184187447861348
1.8,2.5,2,-11.43756520126569
1.8,0.9,2,-0.2502790746258612
0.1,1.3,2,-1.8821550744510605
2.1,2.2,2,-7.790643491561605
1.6,2.7,2,-14.378488246600705
0.5,0.5,2,0.09755100608904153
3.0,2.8,2,-15.363402915799584
0.4,2.0,2,-6.4815550145442185
2.0,1.4,2,-1.7077377698036742
0.8,0.9,2,-0.3855493248028021
2.2,1.3,2,-1.3451785822655293
1.8,2.6,2,-12.76910116359782
1.2,2.1,2,-6.884619593119296
2.6,2.4,2,-9.940373862638236
0.4,1.1,2,-1.3071154797014348
3.0,0.4,2,1.0347250592591164
2.8,0.2,2,1.1421676406222914
1.6,1.4,2,-1.9024441798227103
0.7,1.4,2,-2.1613102708823084
3.0,1.5,2,-2.027006758225062
0.2,1.5,2,-2.8907866538749105
1.2,0.4,2,0.3773443472697798
1.5,2.5,2,-11.379661096772525
0.4,1.1,2,-1.1718597512407811
1.9,2.5,2,-11.413799664883292
1.9,0.2,2,0.6778392775536652
0.1,0.5,2,-0.13499879395624417
0.9,0.3,2,0.29815372924048034
1.8,2.1,2,-7.047912303611397
1.1,0.5,2,0.2208576603573956
1.6,0.4,2,0.5675493145159208
2.3,0.3,2,0.9373908850438314
2.5,2.7,2,-13.93163977536554
1.5,2.4,2,-10.268321566544069
2.2,0.8,2,0.16908024197924218
3.0,0.4,2,0.9011470984225822
2.0,2.6,2,-12.649959545028196
1.5,2.5,2,-11.503276550046882
2.4,2.2,2,-7.651759769162978
1.1,2.5,2,-11.651061718154809
0.7,2.1,2,-7.27639611099104
2.7,0.3,2,0.8231165197248134
0.3,1.8,2,-4.876614968960328
2.5,0.3,2,0.7710378271186619
0.7,1.6,2,-3.294415920993301
2.1,2.6,2,-12.737853546314659
3.0,1.0,2,0.1932464604505601
1.2,0.6,2,0.21654726559941898
1.0,0.3,2,0.3724044659081511
1.4,3.0,2,-19.302508546451847
2.8,0.1,2,1.3551661862409354
1.9,2.6,2,-12.643764559566192
1.3,1.1,2,-0.8035166384471911
2.9,0.2,2,0.983975407179255
2.5,0.2,2,1.0037935232120643
0.1,2.2,2,-8.366807798656568
2.2,0.7,2,0.4430684790893175
2.3,2.2,2,-7.679392663941436
2.4,2.8,2,-15.5882563883988
2.7,1.9,2,-4.683122184656717
0.7,0.9,2,-0.5202172725707652
1.1,0.7,2,-0.009059921477529077
2.9,1.2,2,-0.5475542210882693
0.1,2.6,2,-13.274385573930099
1.6,1.6,2,-2.955957918456191
1.0,2.4,2,-10.416253390592273
1.9,2.9,2,-17.39216382574963
